,0,1,2,3,4,5
10,"{'meta_path_rank': 650.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:13633', 'gene2': 'G:HGNC:6914', 'total_rank': 704.0}","{'meta_path_rank': 297.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:13633', 'gene2': 'G:HGNC:6914', 'total_rank': 1501.0}","{'meta_path_rank': 4159.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:13633', 'gene2': 'G:HGNC:6914', 'total_rank': 4550.0}","{'meta_path_rank': 3994.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:13633', 'gene2': 'G:HGNC:6914', 'total_rank': 4229.0}",,
11,"{'meta_path_rank': 346.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:4043', 'gene2': 'G:HGNC:17550', 'total_rank': 534.0}","{'meta_path_rank': 1372.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:4043', 'gene2': 'G:HGNC:17550', 'total_rank': 1532.0}","{'meta_path_rank': 3359.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:4043', 'gene2': 'G:HGNC:17550', 'total_rank': 5070.0}","{'meta_path_rank': 5329.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:4043', 'gene2': 'G:HGNC:17550', 'total_rank': 6458.0}",,
12,"{'meta_path_rank': 503.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:10535', 'gene2': 'G:HGNC:11905', 'total_rank': 1573.0}","{'meta_path_rank': 3876.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:10535', 'gene2': 'G:HGNC:11905', 'total_rank': 5670.0}","{'meta_path_rank': 5525.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:10535', 'gene2': 'G:HGNC:11905', 'total_rank': 6621.0}",,,
13,"{'meta_path_rank': 483.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:5009', 'gene2': 'G:HGNC:12791', 'total_rank': 805.0}","{'meta_path_rank': 4877.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:5009', 'gene2': 'G:HGNC:12791', 'total_rank': 5233.0}","{'meta_path_rank': 5143.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:5009', 'gene2': 'G:HGNC:12791', 'total_rank': 5962.0}",,,
14,"{'meta_path_rank': 312.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:12851', 'gene2': 'G:HGNC:1107', 'total_rank': 702.0}","{'meta_path_rank': 888.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:12851', 'gene2': 'G:HGNC:1107', 'total_rank': 1319.0}","{'meta_path_rank': 691.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:12851', 'gene2': 'G:HGNC:1107', 'total_rank': 6402.0}","{'meta_path_rank': 3423.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:12851', 'gene2': 'G:HGNC:1107', 'total_rank': 7127.0}",,
15,"{'meta_path_rank': 739.0, 'meta_path': 'GDpDG', 'gene1': 'G:HGNC:6990', 'gene2': 'G:HGNC:6769', 'total_rank': 848.0}","{'meta_path_rank': 2636.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:6990', 'gene2': 'G:HGNC:6769', 'total_rank': 5838.0}","{'meta_path_rank': 575.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:6990', 'gene2': 'G:HGNC:6769', 'total_rank': 1053.0}","{'meta_path_rank': 630.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:6990', 'gene2': 'G:HGNC:6769', 'total_rank': 1012.0}","{'meta_path_rank': 3952.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:6990', 'gene2': 'G:HGNC:6769', 'total_rank': 5545.0}","{'meta_path_rank': 5458.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:6990', 'gene2': 'G:HGNC:6769', 'total_rank': 6500.0}"
16,"{'meta_path_rank': 196.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:14870', 'gene2': 'G:HGNC:26886', 'total_rank': 423.0}","{'meta_path_rank': 1691.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:14870', 'gene2': 'G:HGNC:26886', 'total_rank': 1710.0}","{'meta_path_rank': 1316.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:14870', 'gene2': 'G:HGNC:26886', 'total_rank': 5313.0}","{'meta_path_rank': 3277.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:14870', 'gene2': 'G:HGNC:26886', 'total_rank': 6210.0}",,
17,"{'meta_path_rank': 588.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:949', 'gene2': 'G:HGNC:29259', 'total_rank': 707.0}","{'meta_path_rank': 1890.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:949', 'gene2': 'G:HGNC:29259', 'total_rank': 2024.0}","{'meta_path_rank': 4442.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:949', 'gene2': 'G:HGNC:29259', 'total_rank': 6627.0}","{'meta_path_rank': 1565.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:949', 'gene2': 'G:HGNC:29259', 'total_rank': 7336.0}",,
18,"{'meta_path_rank': 471.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:6407', 'gene2': 'G:HGNC:21091', 'total_rank': 552.0}","{'meta_path_rank': 1297.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:6407', 'gene2': 'G:HGNC:21091', 'total_rank': 1627.0}","{'meta_path_rank': 1100.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:6407', 'gene2': 'G:HGNC:21091', 'total_rank': 6445.0}","{'meta_path_rank': 395.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:6407', 'gene2': 'G:HGNC:21091', 'total_rank': 7034.0}",,
19,"{'meta_path_rank': 261.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:2303', 'gene2': 'G:HGNC:16974', 'total_rank': 498.0}","{'meta_path_rank': 1162.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:2303', 'gene2': 'G:HGNC:16974', 'total_rank': 1782.0}","{'meta_path_rank': 3874.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:2303', 'gene2': 'G:HGNC:16974', 'total_rank': 5890.0}","{'meta_path_rank': 5297.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:2303', 'gene2': 'G:HGNC:16974', 'total_rank': 6960.0}",,
20,"{'meta_path_rank': 165.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:18584', 'gene2': 'G:HGNC:29239', 'total_rank': 344.0}","{'meta_path_rank': 959.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:18584', 'gene2': 'G:HGNC:29239', 'total_rank': 1438.0}","{'meta_path_rank': 1290.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:18584', 'gene2': 'G:HGNC:29239', 'total_rank': 3758.0}","{'meta_path_rank': 2461.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:18584', 'gene2': 'G:HGNC:29239', 'total_rank': 4717.0}",,
21,"{'meta_path_rank': 448.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:3093', 'gene2': 'G:HGNC:3386', 'total_rank': 712.0}","{'meta_path_rank': 1301.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:3093', 'gene2': 'G:HGNC:3386', 'total_rank': 1360.0}","{'meta_path_rank': 3964.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:3093', 'gene2': 'G:HGNC:3386', 'total_rank': 5344.0}","{'meta_path_rank': 4520.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:3093', 'gene2': 'G:HGNC:3386', 'total_rank': 6538.0}",,
22,"{'meta_path_rank': 809.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:24050', 'gene2': 'G:HGNC:4430', 'total_rank': 1765.0}","{'meta_path_rank': 3421.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:24050', 'gene2': 'G:HGNC:4430', 'total_rank': 6869.0}","{'meta_path_rank': 2516.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:24050', 'gene2': 'G:HGNC:4430', 'total_rank': 7763.0}",,,
23,"{'meta_path_rank': 738.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:22042', 'gene2': 'G:HGNC:4074', 'total_rank': 2336.0}","{'meta_path_rank': 316.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:22042', 'gene2': 'G:HGNC:4074', 'total_rank': 4283.0}","{'meta_path_rank': 2171.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:22042', 'gene2': 'G:HGNC:4074', 'total_rank': 5969.0}",,,
24,"{'meta_path_rank': 1067.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:914', 'gene2': 'G:HGNC:9702', 'total_rank': 1990.0}","{'meta_path_rank': 4368.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:914', 'gene2': 'G:HGNC:9702', 'total_rank': 5739.0}","{'meta_path_rank': 4677.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:914', 'gene2': 'G:HGNC:9702', 'total_rank': 7051.0}",,,
25,"{'meta_path_rank': 683.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:16964', 'gene2': 'G:HGNC:8620', 'total_rank': 762.0}","{'meta_path_rank': 1048.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:16964', 'gene2': 'G:HGNC:8620', 'total_rank': 1475.0}","{'meta_path_rank': 3066.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:16964', 'gene2': 'G:HGNC:8620', 'total_rank': 4229.0}","{'meta_path_rank': 5351.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:16964', 'gene2': 'G:HGNC:8620', 'total_rank': 5660.0}",,
26,"{'meta_path_rank': 275.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:1579', 'gene2': 'G:HGNC:13717', 'total_rank': 1608.0}","{'meta_path_rank': 3641.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:1579', 'gene2': 'G:HGNC:13717', 'total_rank': 4907.0}","{'meta_path_rank': 3411.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:1579', 'gene2': 'G:HGNC:13717', 'total_rank': 6633.0}",,,
27,"{'meta_path_rank': 479.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:3689', 'gene2': 'G:HGNC:10943', 'total_rank': 831.0}","{'meta_path_rank': 3830.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:3689', 'gene2': 'G:HGNC:10943', 'total_rank': 5815.0}","{'meta_path_rank': 3624.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:3689', 'gene2': 'G:HGNC:10943', 'total_rank': 6685.0}",,,
28,"{'meta_path_rank': 425.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:30204', 'gene2': 'G:HGNC:16051', 'total_rank': 533.0}","{'meta_path_rank': 184.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:30204', 'gene2': 'G:HGNC:16051', 'total_rank': 1709.0}","{'meta_path_rank': 1090.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:30204', 'gene2': 'G:HGNC:16051', 'total_rank': 5515.0}","{'meta_path_rank': 1482.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:30204', 'gene2': 'G:HGNC:16051', 'total_rank': 6031.0}",,
29,"{'meta_path_rank': 223.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:587', 'gene2': 'G:HGNC:16262', 'total_rank': 686.0}","{'meta_path_rank': 2380.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:587', 'gene2': 'G:HGNC:16262', 'total_rank': 3655.0}","{'meta_path_rank': 3303.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:587', 'gene2': 'G:HGNC:16262', 'total_rank': 5122.0}",,,
30,"{'meta_path_rank': 444.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:2363', 'gene2': 'G:HGNC:16608', 'total_rank': 725.0}","{'meta_path_rank': 1198.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:2363', 'gene2': 'G:HGNC:16608', 'total_rank': 1578.0}","{'meta_path_rank': 2247.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:2363', 'gene2': 'G:HGNC:16608', 'total_rank': 4989.0}","{'meta_path_rank': 4324.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:2363', 'gene2': 'G:HGNC:16608', 'total_rank': 5836.0}",,
31,"{'meta_path_rank': 736.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:11160', 'gene2': 'G:HGNC:28330', 'total_rank': 1802.0}","{'meta_path_rank': 2046.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:11160', 'gene2': 'G:HGNC:28330', 'total_rank': 4835.0}","{'meta_path_rank': 3173.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:11160', 'gene2': 'G:HGNC:28330', 'total_rank': 6854.0}",,,
32,"{'meta_path_rank': 294.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:9092', 'gene2': 'G:HGNC:6771', 'total_rank': 616.0}","{'meta_path_rank': 1094.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:9092', 'gene2': 'G:HGNC:6771', 'total_rank': 1162.0}","{'meta_path_rank': 1573.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:9092', 'gene2': 'G:HGNC:6771', 'total_rank': 4933.0}","{'meta_path_rank': 3406.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:9092', 'gene2': 'G:HGNC:6771', 'total_rank': 6694.0}",,
33,"{'meta_path_rank': 3529.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:5238', 'gene2': 'G:HGNC:29681', 'total_rank': 4880.0}","{'meta_path_rank': 2538.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:5238', 'gene2': 'G:HGNC:29681', 'total_rank': 7045.0}",,,,
34,"{'meta_path_rank': 298.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:29503', 'gene2': 'G:HGNC:29923', 'total_rank': 469.0}","{'meta_path_rank': 42.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:29503', 'gene2': 'G:HGNC:29923', 'total_rank': 1648.0}","{'meta_path_rank': 120.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:29503', 'gene2': 'G:HGNC:29923', 'total_rank': 7592.0}","{'meta_path_rank': 1585.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:29503', 'gene2': 'G:HGNC:29923', 'total_rank': 8095.0}",,
35,"{'meta_path_rank': 361.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:5961', 'gene2': 'G:HGNC:27035', 'total_rank': 634.0}","{'meta_path_rank': 972.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:5961', 'gene2': 'G:HGNC:27035', 'total_rank': 1583.0}","{'meta_path_rank': 3745.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:5961', 'gene2': 'G:HGNC:27035', 'total_rank': 4534.0}","{'meta_path_rank': 3762.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:5961', 'gene2': 'G:HGNC:27035', 'total_rank': 4238.0}",,
36,"{'meta_path_rank': 2449.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:2328', 'gene2': 'G:HGNC:6770', 'total_rank': 5801.0}","{'meta_path_rank': 822.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:2328', 'gene2': 'G:HGNC:6770', 'total_rank': 865.0}","{'meta_path_rank': 916.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:2328', 'gene2': 'G:HGNC:6770', 'total_rank': 1619.0}","{'meta_path_rank': 2116.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:2328', 'gene2': 'G:HGNC:6770', 'total_rank': 6542.0}","{'meta_path_rank': 1835.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:2328', 'gene2': 'G:HGNC:6770', 'total_rank': 7690.0}",
37,"{'meta_path_rank': 310.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:20816', 'gene2': 'G:HGNC:11063', 'total_rank': 468.0}","{'meta_path_rank': 330.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:20816', 'gene2': 'G:HGNC:11063', 'total_rank': 1705.0}","{'meta_path_rank': 4032.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:20816', 'gene2': 'G:HGNC:11063', 'total_rank': 5271.0}","{'meta_path_rank': 2734.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:20816', 'gene2': 'G:HGNC:11063', 'total_rank': 7135.0}",,
38,"{'meta_path_rank': 147.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:6914', 'gene2': 'G:HGNC:10897', 'total_rank': 500.0}","{'meta_path_rank': 1475.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:6914', 'gene2': 'G:HGNC:10897', 'total_rank': 1683.0}","{'meta_path_rank': 1127.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:6914', 'gene2': 'G:HGNC:10897', 'total_rank': 7022.0}","{'meta_path_rank': 2206.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:6914', 'gene2': 'G:HGNC:10897', 'total_rank': 6981.0}",,
39,"{'meta_path_rank': 350.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:11200', 'gene2': 'G:HGNC:30453', 'total_rank': 1976.0}","{'meta_path_rank': 3190.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:11200', 'gene2': 'G:HGNC:30453', 'total_rank': 5309.0}","{'meta_path_rank': 1215.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:11200', 'gene2': 'G:HGNC:30453', 'total_rank': 7656.0}",,,
40,"{'meta_path_rank': 244.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:20150', 'gene2': 'G:HGNC:9846', 'total_rank': 682.0}","{'meta_path_rank': 1267.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:20150', 'gene2': 'G:HGNC:9846', 'total_rank': 1426.0}","{'meta_path_rank': 3997.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:20150', 'gene2': 'G:HGNC:9846', 'total_rank': 5103.0}","{'meta_path_rank': 6014.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:20150', 'gene2': 'G:HGNC:9846', 'total_rank': 6540.0}",,
41,"{'meta_path_rank': 765.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:6342', 'gene2': 'G:HGNC:11160', 'total_rank': 796.0}","{'meta_path_rank': 3168.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:6342', 'gene2': 'G:HGNC:11160', 'total_rank': 4354.0}","{'meta_path_rank': 5044.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:6342', 'gene2': 'G:HGNC:11160', 'total_rank': 6253.0}",,,
42,"{'meta_path_rank': 237.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:6040', 'gene2': 'G:HGNC:6861', 'total_rank': 681.0}","{'meta_path_rank': 1020.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:6040', 'gene2': 'G:HGNC:6861', 'total_rank': 1202.0}","{'meta_path_rank': 4153.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:6040', 'gene2': 'G:HGNC:6861', 'total_rank': 4870.0}","{'meta_path_rank': 4847.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:6040', 'gene2': 'G:HGNC:6861', 'total_rank': 5619.0}",,
43,"{'meta_path_rank': 411.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:2684', 'gene2': 'G:HGNC:7329', 'total_rank': 518.0}","{'meta_path_rank': 875.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:2684', 'gene2': 'G:HGNC:7329', 'total_rank': 1239.0}","{'meta_path_rank': 1090.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:2684', 'gene2': 'G:HGNC:7329', 'total_rank': 6651.0}","{'meta_path_rank': 642.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:2684', 'gene2': 'G:HGNC:7329', 'total_rank': 7223.0}",,
44,"{'meta_path_rank': 1617.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:9107', 'gene2': 'G:HGNC:29681', 'total_rank': 1757.0}","{'meta_path_rank': 2257.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:9107', 'gene2': 'G:HGNC:29681', 'total_rank': 4839.0}","{'meta_path_rank': 2885.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:9107', 'gene2': 'G:HGNC:29681', 'total_rank': 6267.0}",,,
45,"{'meta_path_rank': 309.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:23247', 'gene2': 'G:HGNC:26253', 'total_rank': 2517.0}","{'meta_path_rank': 1707.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:23247', 'gene2': 'G:HGNC:26253', 'total_rank': 5079.0}","{'meta_path_rank': 1900.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:23247', 'gene2': 'G:HGNC:26253', 'total_rank': 6990.0}",,,
