,0,1,2,3,4,5
10,"{'meta_path_rank': 3420.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:1509', 'gene2': 'G:HGNC:13486', 'total_rank': 5390.0}","{'meta_path_rank': 544.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:1509', 'gene2': 'G:HGNC:13486', 'total_rank': 614.0}","{'meta_path_rank': 2065.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:1509', 'gene2': 'G:HGNC:13486', 'total_rank': 2830.0}",,,
11,"{'meta_path_rank': 2970.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:2652', 'gene2': 'G:HGNC:29812', 'total_rank': 5694.0}","{'meta_path_rank': 260.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:2652', 'gene2': 'G:HGNC:29812', 'total_rank': 639.0}",,,,
12,"{'meta_path_rank': 250.0, 'meta_path': 'GDpDG', 'gene1': 'G:HGNC:89', 'gene2': 'G:HGNC:7436', 'total_rank': 375.0}","{'meta_path_rank': 828.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:89', 'gene2': 'G:HGNC:7436', 'total_rank': 5762.0}","{'meta_path_rank': 90.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:89', 'gene2': 'G:HGNC:7436', 'total_rank': 311.0}","{'meta_path_rank': 1546.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:89', 'gene2': 'G:HGNC:7436', 'total_rank': 2868.0}","{'meta_path_rank': 38.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:89', 'gene2': 'G:HGNC:7436', 'total_rank': 3666.0}",
13,"{'meta_path_rank': 4818.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:5212', 'gene2': 'G:HGNC:15917', 'total_rank': 4895.0}","{'meta_path_rank': 189.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:5212', 'gene2': 'G:HGNC:15917', 'total_rank': 2236.0}",,,,
14,"{'meta_path_rank': 3033.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:417', 'gene2': 'G:HGNC:4699', 'total_rank': 5624.0}","{'meta_path_rank': 145.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:417', 'gene2': 'G:HGNC:4699', 'total_rank': 418.0}",,,,
15,"{'meta_path_rank': 2259.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:3434', 'gene2': 'G:HGNC:251', 'total_rank': 5752.0}","{'meta_path_rank': 479.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:3434', 'gene2': 'G:HGNC:251', 'total_rank': 658.0}",,,,
16,"{'meta_path_rank': 517.0, 'meta_path': 'GDpDG', 'gene1': 'G:HGNC:886', 'gene2': 'G:HGNC:26527', 'total_rank': 740.0}","{'meta_path_rank': 2447.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:886', 'gene2': 'G:HGNC:26527', 'total_rank': 5854.0}","{'meta_path_rank': 20.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:886', 'gene2': 'G:HGNC:26527', 'total_rank': 307.0}","{'meta_path_rank': 1822.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:886', 'gene2': 'G:HGNC:26527', 'total_rank': 2742.0}",,
17,"{'meta_path_rank': 512.0, 'meta_path': 'GDpDG', 'gene1': 'G:HGNC:886', 'gene2': 'G:HGNC:28526', 'total_rank': 665.0}","{'meta_path_rank': 4214.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:886', 'gene2': 'G:HGNC:28526', 'total_rank': 5545.0}","{'meta_path_rank': 3066.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:886', 'gene2': 'G:HGNC:28526', 'total_rank': 4512.0}","{'meta_path_rank': 3992.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:886', 'gene2': 'G:HGNC:28526', 'total_rank': 6055.0}",,
18,"{'meta_path_rank': 4313.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:1062', 'gene2': 'G:HGNC:6842', 'total_rank': 5105.0}","{'meta_path_rank': 346.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:1062', 'gene2': 'G:HGNC:6842', 'total_rank': 574.0}","{'meta_path_rank': 520.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:1062', 'gene2': 'G:HGNC:6842', 'total_rank': 2233.0}","{'meta_path_rank': 1963.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:1062', 'gene2': 'G:HGNC:6842', 'total_rank': 3958.0}",,
19,"{'meta_path_rank': 82.0, 'meta_path': 'GDpDG', 'gene1': 'G:HGNC:2995', 'gene2': 'G:HGNC:2260', 'total_rank': 539.0}","{'meta_path_rank': 45.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:2995', 'gene2': 'G:HGNC:2260', 'total_rank': 5873.0}","{'meta_path_rank': 124.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:2995', 'gene2': 'G:HGNC:2260', 'total_rank': 273.0}","{'meta_path_rank': 727.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:2995', 'gene2': 'G:HGNC:2260', 'total_rank': 889.0}",,
20,"{'meta_path_rank': 227.0, 'meta_path': 'GDpDG', 'gene1': 'G:HGNC:26527', 'gene2': 'G:HGNC:9891', 'total_rank': 317.0}","{'meta_path_rank': 702.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:26527', 'gene2': 'G:HGNC:9891', 'total_rank': 5721.0}","{'meta_path_rank': 1901.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:26527', 'gene2': 'G:HGNC:9891', 'total_rank': 2812.0}",,,
21,"{'meta_path_rank': 3068.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:9082', 'gene2': 'G:HGNC:24249', 'total_rank': 5675.0}","{'meta_path_rank': 1470.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:9082', 'gene2': 'G:HGNC:24249', 'total_rank': 2636.0}",,,,
22,"{'meta_path_rank': 131.0, 'meta_path': 'GDpDG', 'gene1': 'G:HGNC:9067', 'gene2': 'G:HGNC:857', 'total_rank': 337.0}","{'meta_path_rank': 2480.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:9067', 'gene2': 'G:HGNC:857', 'total_rank': 5209.0}","{'meta_path_rank': 97.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:9067', 'gene2': 'G:HGNC:857', 'total_rank': 465.0}","{'meta_path_rank': 2584.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:9067', 'gene2': 'G:HGNC:857', 'total_rank': 3022.0}",,
23,"{'meta_path_rank': 103.0, 'meta_path': 'GDpDG', 'gene1': 'G:HGNC:6937', 'gene2': 'G:HGNC:9752', 'total_rank': 407.0}","{'meta_path_rank': 244.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:6937', 'gene2': 'G:HGNC:9752', 'total_rank': 5789.0}","{'meta_path_rank': 171.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:6937', 'gene2': 'G:HGNC:9752', 'total_rank': 348.0}","{'meta_path_rank': 2382.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:6937', 'gene2': 'G:HGNC:9752', 'total_rank': 3076.0}","{'meta_path_rank': 2725.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:6937', 'gene2': 'G:HGNC:9752', 'total_rank': 5226.0}",
24,"{'meta_path_rank': 1691.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:177', 'gene2': 'G:HGNC:16066', 'total_rank': 5729.0}","{'meta_path_rank': 213.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:177', 'gene2': 'G:HGNC:16066', 'total_rank': 1879.0}",,,,
25,"{'meta_path_rank': 3131.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:4162', 'gene2': 'G:HGNC:13398', 'total_rank': 5575.0}",,,,,
26,"{'meta_path_rank': 734.0, 'meta_path': 'GDpDG', 'gene1': 'G:HGNC:20499', 'gene2': 'G:HGNC:3688', 'total_rank': 787.0}","{'meta_path_rank': 2915.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:20499', 'gene2': 'G:HGNC:3688', 'total_rank': 5826.0}","{'meta_path_rank': 561.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:20499', 'gene2': 'G:HGNC:3688', 'total_rank': 620.0}","{'meta_path_rank': 676.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:20499', 'gene2': 'G:HGNC:3688', 'total_rank': 1036.0}","{'meta_path_rank': 1375.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:20499', 'gene2': 'G:HGNC:3688', 'total_rank': 6311.0}","{'meta_path_rank': 1883.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:20499', 'gene2': 'G:HGNC:3688', 'total_rank': 6565.0}"
27,"{'meta_path_rank': 3164.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:2933', 'gene2': 'G:HGNC:1461', 'total_rank': 5564.0}","{'meta_path_rank': 110.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:2933', 'gene2': 'G:HGNC:1461', 'total_rank': 537.0}",,,,
28,"{'meta_path_rank': 279.0, 'meta_path': 'GDpDG', 'gene1': 'G:HGNC:2280', 'gene2': 'G:HGNC:6840', 'total_rank': 656.0}","{'meta_path_rank': 530.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:2280', 'gene2': 'G:HGNC:6840', 'total_rank': 5899.0}","{'meta_path_rank': 593.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:2280', 'gene2': 'G:HGNC:6840', 'total_rank': 654.0}","{'meta_path_rank': 1145.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:2280', 'gene2': 'G:HGNC:6840', 'total_rank': 5154.0}","{'meta_path_rank': 2170.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:2280', 'gene2': 'G:HGNC:6840', 'total_rank': 6644.0}",
29,"{'meta_path_rank': 4452.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:7707', 'gene2': 'G:HGNC:5218', 'total_rank': 5579.0}","{'meta_path_rank': 2.0, 'meta_path': 'GPdPG', 'gene1': 'G:HGNC:7707', 'gene2': 'G:HGNC:5218', 'total_rank': 27.0}","{'meta_path_rank': 174.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:7707', 'gene2': 'G:HGNC:5218', 'total_rank': 320.0}",,,
30,"{'meta_path_rank': 2110.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:18294', 'gene2': 'G:HGNC:25481', 'total_rank': 5718.0}",,,,,
31,"{'meta_path_rank': 2204.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:3706', 'gene2': 'G:HGNC:13398', 'total_rank': 5827.0}","{'meta_path_rank': 254.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:3706', 'gene2': 'G:HGNC:13398', 'total_rank': 388.0}",,,,
32,"{'meta_path_rank': 259.0, 'meta_path': 'GDpDG', 'gene1': 'G:HGNC:6826', 'gene2': 'G:HGNC:6903', 'total_rank': 356.0}","{'meta_path_rank': 1799.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:6826', 'gene2': 'G:HGNC:6903', 'total_rank': 5609.0}","{'meta_path_rank': 139.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:6826', 'gene2': 'G:HGNC:6903', 'total_rank': 321.0}","{'meta_path_rank': 1283.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:6826', 'gene2': 'G:HGNC:6903', 'total_rank': 2233.0}",,
33,"{'meta_path_rank': 74.0, 'meta_path': 'GDpDG', 'gene1': 'G:HGNC:3151', 'gene2': 'G:HGNC:11449', 'total_rank': 284.0}","{'meta_path_rank': 412.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:3151', 'gene2': 'G:HGNC:11449', 'total_rank': 5688.0}","{'meta_path_rank': 41.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:3151', 'gene2': 'G:HGNC:11449', 'total_rank': 302.0}","{'meta_path_rank': 2414.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:3151', 'gene2': 'G:HGNC:11449', 'total_rank': 3078.0}","{'meta_path_rank': 2911.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:3151', 'gene2': 'G:HGNC:11449', 'total_rank': 4579.0}",
34,"{'meta_path_rank': 201.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:19684', 'gene2': 'G:HGNC:11449', 'total_rank': 367.0}",,,,,
35,"{'meta_path_rank': 3292.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:18337', 'gene2': 'G:HGNC:19358', 'total_rank': 3831.0}",,,,,
36,"{'meta_path_rank': 3635.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:8794', 'gene2': 'G:HGNC:8927', 'total_rank': 5252.0}","{'meta_path_rank': 73.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:8794', 'gene2': 'G:HGNC:8927', 'total_rank': 306.0}",,,,
37,"{'meta_path_rank': 188.0, 'meta_path': 'GDpDG', 'gene1': 'G:HGNC:2277', 'gene2': 'G:HGNC:16066', 'total_rank': 330.0}","{'meta_path_rank': 2078.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:2277', 'gene2': 'G:HGNC:16066', 'total_rank': 5592.0}","{'meta_path_rank': 192.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:2277', 'gene2': 'G:HGNC:16066', 'total_rank': 578.0}",,,
38,"{'meta_path_rank': 2442.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:7680', 'gene2': 'G:HGNC:6186', 'total_rank': 5670.0}","{'meta_path_rank': 95.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:7680', 'gene2': 'G:HGNC:6186', 'total_rank': 305.0}","{'meta_path_rank': 561.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:7680', 'gene2': 'G:HGNC:6186', 'total_rank': 834.0}","{'meta_path_rank': 970.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:7680', 'gene2': 'G:HGNC:6186', 'total_rank': 4656.0}","{'meta_path_rank': 3749.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:7680', 'gene2': 'G:HGNC:6186', 'total_rank': 5701.0}",
39,"{'meta_path_rank': 4458.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:9407', 'gene2': 'G:HGNC:8547', 'total_rank': 4563.0}","{'meta_path_rank': 522.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:9407', 'gene2': 'G:HGNC:8547', 'total_rank': 594.0}",,,,
40,"{'meta_path_rank': 766.0, 'meta_path': 'GDpDG', 'gene1': 'G:HGNC:8768', 'gene2': 'G:HGNC:3688', 'total_rank': 790.0}","{'meta_path_rank': 3389.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:8768', 'gene2': 'G:HGNC:3688', 'total_rank': 5810.0}","{'meta_path_rank': 569.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:8768', 'gene2': 'G:HGNC:3688', 'total_rank': 686.0}","{'meta_path_rank': 3449.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:8768', 'gene2': 'G:HGNC:3688', 'total_rank': 4390.0}","{'meta_path_rank': 4907.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:8768', 'gene2': 'G:HGNC:3688', 'total_rank': 6028.0}",
41,"{'meta_path_rank': 2471.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:2873', 'gene2': 'G:HGNC:812', 'total_rank': 5101.0}","{'meta_path_rank': 178.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:2873', 'gene2': 'G:HGNC:812', 'total_rank': 529.0}","{'meta_path_rank': 532.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:2873', 'gene2': 'G:HGNC:812', 'total_rank': 838.0}","{'meta_path_rank': 2284.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:2873', 'gene2': 'G:HGNC:812', 'total_rank': 4435.0}","{'meta_path_rank': 4363.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:2873', 'gene2': 'G:HGNC:812', 'total_rank': 6527.0}",
42,"{'meta_path_rank': 247.0, 'meta_path': 'GDpDG', 'gene1': 'G:HGNC:4422', 'gene2': 'G:HGNC:816', 'total_rank': 389.0}","{'meta_path_rank': 1597.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:4422', 'gene2': 'G:HGNC:816', 'total_rank': 5724.0}","{'meta_path_rank': 150.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:4422', 'gene2': 'G:HGNC:816', 'total_rank': 426.0}",,,
43,"{'meta_path_rank': 228.0, 'meta_path': 'GDpDG', 'gene1': 'G:HGNC:9314', 'gene2': 'G:HGNC:9870', 'total_rank': 379.0}","{'meta_path_rank': 912.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:9314', 'gene2': 'G:HGNC:9870', 'total_rank': 5708.0}","{'meta_path_rank': 252.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:9314', 'gene2': 'G:HGNC:9870', 'total_rank': 616.0}","{'meta_path_rank': 1176.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:9314', 'gene2': 'G:HGNC:9870', 'total_rank': 3230.0}","{'meta_path_rank': 2092.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:9314', 'gene2': 'G:HGNC:9870', 'total_rank': 5653.0}",
44,"{'meta_path_rank': 221.0, 'meta_path': 'GDpDG', 'gene1': 'G:HGNC:17697', 'gene2': 'G:HGNC:33882', 'total_rank': 358.0}","{'meta_path_rank': 803.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:17697', 'gene2': 'G:HGNC:33882', 'total_rank': 5753.0}","{'meta_path_rank': 494.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:17697', 'gene2': 'G:HGNC:33882', 'total_rank': 566.0}",,,
45,"{'meta_path_rank': 3750.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:20', 'gene2': 'G:HGNC:1246', 'total_rank': 5344.0}","{'meta_path_rank': 289.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:20', 'gene2': 'G:HGNC:1246', 'total_rank': 457.0}","{'meta_path_rank': 2152.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:20', 'gene2': 'G:HGNC:1246', 'total_rank': 3412.0}","{'meta_path_rank': 1599.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:20', 'gene2': 'G:HGNC:1246', 'total_rank': 4618.0}",,
46,"{'meta_path_rank': 2378.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:392', 'gene2': 'G:HGNC:2843', 'total_rank': 4317.0}","{'meta_path_rank': 395.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:392', 'gene2': 'G:HGNC:2843', 'total_rank': 581.0}","{'meta_path_rank': 3184.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:392', 'gene2': 'G:HGNC:2843', 'total_rank': 4361.0}","{'meta_path_rank': 1639.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:392', 'gene2': 'G:HGNC:2843', 'total_rank': 5931.0}",,
47,"{'meta_path_rank': 2853.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:18453', 'gene2': 'G:HGNC:5394', 'total_rank': 5622.0}","{'meta_path_rank': 38.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:18453', 'gene2': 'G:HGNC:5394', 'total_rank': 442.0}",,,,
48,"{'meta_path_rank': 4644.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:13486', 'gene2': 'G:HGNC:6215', 'total_rank': 5204.0}","{'meta_path_rank': 271.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:13486', 'gene2': 'G:HGNC:6215', 'total_rank': 506.0}",,,,
49,"{'meta_path_rank': 4210.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:1037', 'gene2': 'G:HGNC:15516', 'total_rank': 5376.0}","{'meta_path_rank': 203.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:1037', 'gene2': 'G:HGNC:15516', 'total_rank': 390.0}",,,,
50,"{'meta_path_rank': 1216.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:10545', 'gene2': 'G:HGNC:15517', 'total_rank': 5689.0}","{'meta_path_rank': 110.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:10545', 'gene2': 'G:HGNC:15517', 'total_rank': 281.0}","{'meta_path_rank': 644.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:10545', 'gene2': 'G:HGNC:15517', 'total_rank': 1060.0}","{'meta_path_rank': 2063.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:10545', 'gene2': 'G:HGNC:15517', 'total_rank': 4220.0}","{'meta_path_rank': 3701.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:10545', 'gene2': 'G:HGNC:15517', 'total_rank': 6489.0}",
51,"{'meta_path_rank': 3147.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:2873', 'gene2': 'G:HGNC:3528', 'total_rank': 4920.0}","{'meta_path_rank': 177.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:2873', 'gene2': 'G:HGNC:3528', 'total_rank': 439.0}",,,,
52,"{'meta_path_rank': 2381.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:28883', 'gene2': 'G:HGNC:12586', 'total_rank': 4951.0}","{'meta_path_rank': 2287.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:28883', 'gene2': 'G:HGNC:12586', 'total_rank': 3097.0}","{'meta_path_rank': 951.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:28883', 'gene2': 'G:HGNC:12586', 'total_rank': 3767.0}",,,
53,"{'meta_path_rank': 472.0, 'meta_path': 'GDpDG', 'gene1': 'G:HGNC:3133', 'gene2': 'G:HGNC:4800', 'total_rank': 627.0}","{'meta_path_rank': 1323.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:3133', 'gene2': 'G:HGNC:4800', 'total_rank': 5862.0}","{'meta_path_rank': 210.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:3133', 'gene2': 'G:HGNC:4800', 'total_rank': 367.0}","{'meta_path_rank': 29.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:3133', 'gene2': 'G:HGNC:4800', 'total_rank': 325.0}","{'meta_path_rank': 1651.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:3133', 'gene2': 'G:HGNC:4800', 'total_rank': 3645.0}","{'meta_path_rank': 5375.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:3133', 'gene2': 'G:HGNC:4800', 'total_rank': 5702.0}"
54,"{'meta_path_rank': 4135.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:29958', 'gene2': 'G:HGNC:2280', 'total_rank': 4214.0}",,,,,
